year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate
2010,7,31,  ,  ,     ,36.081,140.687,46.4,6.0,185.0,22.0,91.0,32,34,0.029,3283200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2010,9,22,  ,  ,     ,35.523,140.06799,68.0,6.09,179.0,24.0,103.0,44,40,0.024,1900800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2010,10,23,  ,  ,     ,35.039,142.045,9.5,6.21,184.0,15.0,61.0,41,39,0.041,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2010,11,20,  ,  ,     ,36.565,141.252,41.5,5.84,210.0,17.0,136.0,40,42,0.011,3110400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2012,2,21,  ,  ,     ,36.197,140.769,43.9,6.27,192.0,24.0,68.0,92,33,0.027,1382400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2012,5,11,  ,  ,     ,35.533,140.77699,42.5,6.29,173.0,24.0,47.0,34,60,0.043,691200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2012,7,4,  ,  ,     ,36.469,142.49899,13.9,6.55,213.0,13.0,108.0,40,40,0.13,6652800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2013,1,7,  ,  ,     ,35.466,141.81799,15.9,6.33,185.0,15.0,50.0,45,37,0.059,172800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2013,3,13,  ,  ,     ,35.717,140.60201,48.8,6.12,173.0,22.0,81.0,50,39,0.024,4320000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2013,4,30,  ,  ,     ,35.331,142.05499,10.4,6.46,186.0,14.0,80.0,40,41,0.095,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2013,6,9,  ,  ,     ,36.713,141.304,42.5,5.9,208.0,17.0,123.0,39,42,0.014,1209600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2013,7,28,  ,  ,     ,35.47,141.689,18.8,6.28,183.0,16.0,46.0,44,38,0.049,2505600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2014,4,12,  ,  ,     ,35.309,140.71001,46.8,5.89,176.0,23.0,48.0,39,41,0.014,3283200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2014,8,24,  ,  ,     ,35.46,142.33099,5.9,6.76,183.0,11.0,54.0,35,45,0.28,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2014,11,12,  ,  ,     ,36.727,141.12399,46.8,6.12,208.0,18.0,100.0,23,30,0.069,4406400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2015,1,2,  ,  ,     ,35.52,142.008,12.0,6.39,187.0,14.0,70.0,39,39,0.078,4406400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2015,4,23,  ,  ,     ,36.921,141.16701,47.3,6.06,204.0,21.0,129.0,52,43,0.017,1036800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2015,7,26,  ,  ,     ,35.308,141.95799,12.3,6.45,185.0,15.0,58.0,41,40,0.092,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2015,12,1,  ,  ,     ,35.379,142.006,11.5,6.54,185.0,14.0,57.0,40,40,0.129,4147200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2016,4,16,  ,  ,     ,36.324,140.888,44.4,5.99,200.0,20.0,116.0,41,47,0.016,4665600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2016,7,19,  ,  ,     ,36.05,141.53101,24.0,6.27,194.0,17.0,94.0,119,58,0.012,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2016,9,9,  ,  ,     ,34.807,140.83,43.4,6.45,181.0,22.0,93.0,54,40,0.069,5011200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2016,11,4,  ,  ,     ,35.806,140.826,39.7,5.92,175.0,23.0,42.0,31,45,0.017,5184000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2016,11,22,  ,  ,     ,36.003,140.905,38.8,5.94,186.0,21.0,75.0,39,32,0.021,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2017,4,26,  ,  ,     ,35.971,141.23399,32.5,5.79,193.0,14.0,110.0,36,40,0.011,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2017,6,3,  ,  ,     ,35.609,141.963,13.5,6.35,189.0,15.0,82.0,40,39,0.066,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2017,7,15,  ,  ,     ,34.883,142.067,8.8,6.44,182.0,14.0,104.0,40,40,0.088,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2017,7,29,  ,  ,     ,36.812,141.455,40.2,6.03,204.0,16.0,132.0,36,37,0.027,1641600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2017,9,27,  ,  ,     ,36.383,140.99699,43.5,5.94,207.0,19.0,122.0,38,37,0.018,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2017,12,25,  ,  ,     ,35.358,140.037,68.2,6.19,178.0,27.0,87.0,48,41,0.03,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2018,1,13,  ,  ,     ,35.525,141.98801,12.5,6.27,187.0,15.0,81.0,39,40,0.052,5011200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2018,9,19,  ,  ,     ,36.372,141.19901,39.3,5.91,211.0,17.0,123.0,41,42,0.014,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2018,12,11,  ,  ,     ,36.482,142.476,14.4,6.4,212.0,13.0,86.0,41,40,0.077,5356800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2019,3,4,  ,  ,     ,35.819,142.15401,11.1,6.48,194.0,14.0,59.0,37,45,0.098,1900800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2019,4,30,  ,  ,     ,35.25,140.769,44.9,6.24,177.0,23.0,74.0,47,40,0.038,2592000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2019,6,26,  ,  ,     ,36.462,141.80499,27.0,6.09,206.0,17.0,86.0,40,39,0.028,3628800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2019,9,14,  ,  ,     ,35.332,142.03101,10.9,6.65,185.0,14.0,73.0,40,41,0.185,4924800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2019,10,12,  ,  ,     ,36.067,141.013,36.8,6.18,192.0,20.0,88.0,49,35,0.035,6912000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30
2013,11,7,  ,  ,     ,28.361,130.726,7.4,5.99,216.0,18.0,100.0,22,40,0.034,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,10,24,  ,  ,     ,33.48,132.67999,29.5,5.98,205.0,13.0,86.0,38,44,0.017,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,10,19,  ,  ,     ,24.402,125.93,22.0,6.36,240.0,20.0,138.0,68,39,0.04,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,10,7,  ,  ,     ,26.149,128.196,16.5,5.91,234.0,12.0,89.0,66,26,0.013,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,9,24,  ,  ,     ,30.359,131.506,15.8,6.25,204.0,19.0,98.0,63,39,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,9,3,  ,  ,     ,28.647,129.80901,43.3,6.35,227.0,30.0,100.0,26,40,0.101,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,8,5,  ,  ,     ,24.226,124.304,28.2,6.51,260.0,25.0,110.0,104,48,0.037,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,7,2,  ,  ,     ,26.375,127.88,24.0,5.88,228.0,21.0,103.0,54,39,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,7,2,  ,  ,     ,32.008,131.886,16.8,6.08,194.0,31.0,91.0,23,50,0.035,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,6,23,  ,  ,     ,30.938,130.668,62.5,6.25,202.0,56.0,88.0,33,40,0.054,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,6,4,  ,  ,     ,33.631,133.46899,27.9,6.09,245.0,8.0,122.0,84,40,0.013,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,5,16,  ,  ,     ,28.59,129.978,35.3,6.1,226.0,28.0,68.0,39,38,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,3,7,  ,  ,     ,24.447,125.886,23.9,6.25,240.0,21.0,144.0,75,39,0.025,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2013,1,2,  ,  ,     ,24.219,123.963,30.1,6.55,260.0,28.0,98.0,92,55,0.042,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,12,9,  ,  ,     ,33.708,133.549,27.9,6.25,240.0,7.0,118.0,136,46,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,11,2,  ,  ,     ,28.005,130.004,15.5,5.98,220.0,20.0,91.0,23,39,0.031,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,9,17,  ,  ,     ,33.197,132.373,27.9,5.93,212.0,23.0,36.0,36,37,0.018,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,9,17,  ,  ,     ,30.537,131.388,21.1,6.14,200.0,21.0,91.0,41,43,0.028,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,9,16,  ,  ,     ,28.574,130.17101,28.1,6.02,223.0,26.0,48.0,40,39,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,8,26,  ,  ,     ,26.033,127.683,19.7,6.0,215.0,20.0,51.0,11,41,0.066,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,8,19,  ,  ,     ,32.497,132.217,16.0,6.11,214.0,28.0,82.0,64,40,0.017,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,7,23,  ,  ,     ,28.106,130.091,15.5,6.18,219.0,20.0,79.0,60,44,0.022,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,5,30,  ,  ,     ,33.722,133.259,28.5,6.16,228.0,7.0,101.0,98,45,0.013,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,5,13,  ,  ,     ,24.276,123.936,32.8,6.49,259.0,28.0,110.0,67,42,0.06,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,4,12,  ,  ,     ,28.29,130.84399,3.2,6.12,210.0,16.0,86.0,36,39,0.033,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,4,8,  ,  ,     ,30.42,131.097,29.1,6.18,203.0,23.0,53.0,37,35,0.043,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,3,27,  ,  ,     ,26.074,128.153,15.7,5.81,240.0,13.0,116.0,29,43,0.013,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,3,3,  ,  ,     ,26.238,128.08099,19.4,5.75,236.0,15.0,101.0,52,35,0.007,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,1,11,  ,  ,     ,28.335,130.855,3.6,6.33,211.0,17.0,88.0,36,40,0.069,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2012,1,3,  ,  ,     ,33.683,133.356,27.0,6.26,229.0,8.0,109.0,111,48,0.014,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,12,7,  ,  ,     ,28.01,128.75101,53.2,6.45,205.0,33.0,87.0,89,39,0.041,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,10,21,  ,  ,     ,24.262,124.016,31.4,6.47,258.0,27.0,93.0,74,44,0.049,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,8,14,  ,  ,     ,30.8,131.786,14.7,6.07,198.0,13.0,78.0,38,39,0.026,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,8,9,  ,  ,     ,33.688,133.442,29.2,6.14,248.0,7.0,114.0,62,45,0.018,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,6,29,  ,  ,     ,25.827,128.36,11.8,5.83,241.0,7.0,101.0,38,38,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,6,5,  ,  ,     ,26.357,129.078,10.3,6.11,217.0,13.0,55.0,34,40,0.034,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,6,3,  ,  ,     ,28.944,130.80901,16.5,6.56,210.0,22.0,112.0,35,39,0.154,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,5,8,  ,  ,     ,28.407,130.826,5.6,6.22,214.0,18.0,81.0,27,40,0.06,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,4,29,  ,  ,     ,25.492,127.669,13.5,6.24,235.0,11.0,119.0,40,39,0.046,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,3,28,  ,  ,     ,24.249,124.201,29.2,6.48,259.0,27.0,104.0,95,50,0.035,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,3,22,  ,  ,     ,26.283,128.026,21.6,5.74,247.0,18.0,145.0,13,30,0.032,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,2,13,  ,  ,     ,25.922,128.44901,12.4,5.94,247.0,9.0,96.0,57,39,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,2,6,  ,  ,     ,28.333,130.797,5.2,6.34,214.0,17.0,61.0,32,39,0.078,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,1,22,  ,  ,     ,30.421,131.27499,24.2,6.26,205.0,20.0,79.0,70,37,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2011,1,6,  ,  ,     ,32.996,132.31799,22.1,6.14,204.0,31.0,73.0,98,49,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,12,10,  ,  ,     ,33.379,132.875,24.3,6.15,224.0,18.0,99.0,132,41,0.009,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,10,29,  ,  ,     ,28.38,130.841,4.7,6.19,213.0,18.0,91.0,27,40,0.056,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,8,22,  ,  ,     ,24.237,123.941,31.1,6.58,258.0,27.0,104.0,67,46,0.075,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,8,15,  ,  ,     ,33.195,133.14799,14.7,6.18,219.0,14.0,74.0,154,53,0.007,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,7,11,  ,  ,     ,24.584,125.979,26.8,6.32,239.0,22.0,139.0,82,38,0.03,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,7,11,  ,  ,     ,33.673,133.278,30.6,6.02,261.0,7.0,125.0,51,56,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,6,23,  ,  ,     ,26.096,128.05299,16.8,5.83,233.0,14.0,74.0,38,42,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,6,4,  ,  ,     ,27.048,128.91299,24.5,6.15,213.0,23.0,90.0,24,41,0.052,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,5,16,  ,  ,     ,32.872,132.61099,16.3,6.07,211.0,18.0,99.0,83,47,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,5,13,  ,  ,     ,28.349,130.839,4.2,6.04,213.0,18.0,90.0,31,40,0.028,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,3,10,  ,  ,     ,33.088,132.855,20.2,6.23,230.0,16.0,99.0,37,52,0.036,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2010,1,4,  ,  ,     ,24.262,123.866,32.8,6.37,259.0,28.0,98.0,52,42,0.05,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,12,29,  ,  ,     ,33.951,134.183,25.2,6.22,242.0,12.0,118.0,122,50,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,12,25,  ,  ,     ,30.57,131.265,25.6,6.06,202.0,22.0,97.0,34,49,0.023,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,11,28,  ,  ,     ,25.965,128.401,13.1,5.72,247.0,10.0,115.0,51,39,0.006,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,11,5,  ,  ,     ,33.542,132.817,28.8,6.04,205.0,10.0,84.0,42,41,0.02,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,10,7,  ,  ,     ,27.056,128.83,27.6,6.34,214.0,24.0,96.0,32,38,0.081,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,8,15,  ,  ,     ,28.388,129.86,34.1,6.34,236.0,24.0,143.0,80,39,0.032,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,7,28,  ,  ,     ,24.046,124.485,26.5,6.49,277.0,23.0,140.0,98,45,0.039,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,5,29,  ,  ,     ,33.663,133.351,28.8,5.98,244.0,8.0,110.0,35,39,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,4,13,  ,  ,     ,33.359,132.89,26.4,5.9,216.0,10.0,100.0,12,43,0.039,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,4,9,  ,  ,     ,28.346,130.87199,3.3,6.14,212.0,17.0,89.0,36,40,0.035,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,4,7,  ,  ,     ,31.794,132.41701,11.8,6.37,195.0,5.0,31.0,38,40,0.072,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,3,4,  ,  ,     ,26.576,127.845,34.4,5.73,248.0,30.0,144.0,33,39,0.009,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,1,28,  ,  ,     ,25.973,128.298,12.8,5.87,228.0,9.0,58.0,69,39,0.007,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,1,15,  ,  ,     ,30.188,131.271,20.2,6.12,206.0,21.0,80.0,41,40,0.028,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2009,1,11,  ,  ,     ,28.374,130.853,4.3,6.04,213.0,18.0,104.0,30,40,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,12,21,  ,  ,     ,30.73,131.37399,24.0,6.01,198.0,21.0,84.0,37,45,0.02,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,12,8,  ,  ,     ,24.255,124.011,30.9,6.44,258.0,28.0,99.0,71,47,0.042,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,11,19,  ,  ,     ,27.952,130.103,12.1,5.97,219.0,18.0,72.0,15,40,0.046,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,9,30,  ,  ,     ,33.479,132.819,28.4,6.05,213.0,11.0,85.0,51,33,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,9,23,  ,  ,     ,25.931,128.431,12.3,5.94,241.0,8.0,107.0,62,39,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,8,3,  ,  ,     ,28.707,130.131,33.6,6.33,222.0,28.0,114.0,37,40,0.066,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,7,27,  ,  ,     ,32.404,132.289,13.9,5.93,217.0,21.0,73.0,49,41,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,7,7,  ,  ,     ,31.63,132.304,12.1,6.12,191.0,5.0,80.0,40,39,0.03,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,7,6,  ,  ,     ,27.543,128.69099,45.4,6.44,209.0,29.0,91.0,28,39,0.128,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,5,23,  ,  ,     ,24.194,123.952,30.5,6.57,260.0,24.0,107.0,119,43,0.043,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,4,15,  ,  ,     ,26.06,128.371,14.2,5.91,245.0,12.0,133.0,52,45,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,3,23,  ,  ,     ,33.559,133.26401,27.6,6.08,240.0,8.0,100.0,76,44,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,3,11,  ,  ,     ,28.068,130.295,10.7,5.97,222.0,18.0,126.0,38,40,0.018,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,3,7,  ,  ,     ,27.051,128.937,24.8,6.01,216.0,22.0,117.0,69,38,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2008,2,12,  ,  ,     ,28.558,130.36301,21.6,5.91,222.0,24.0,126.0,47,41,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,12,29,  ,  ,     ,26.109,128.202,16.0,5.78,242.0,13.0,119.0,34,41,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,10,28,  ,  ,     ,24.12,124.471,27.1,6.46,269.0,23.0,126.0,106,43,0.034,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,10,17,  ,  ,     ,33.708,133.491,27.7,6.06,241.0,10.0,111.0,37,49,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,9,9,  ,  ,     ,33.643,132.911,28.6,5.98,206.0,10.0,78.0,58,41,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,8,28,  ,  ,     ,28.349,130.84399,4.1,6.26,213.0,17.0,91.0,34,40,0.057,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,8,13,  ,  ,     ,26.014,128.41901,13.2,5.96,242.0,10.0,99.0,67,40,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,7,3,  ,  ,     ,26.727,129.58501,7.1,6.54,209.0,9.0,81.0,46,39,0.113,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,5,10,  ,  ,     ,33.698,133.41901,28.1,6.07,238.0,10.0,103.0,31,34,0.037,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,5,4,  ,  ,     ,28.838,131.015,9.1,6.38,213.0,19.0,117.0,45,39,0.065,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,3,30,  ,  ,     ,26.67,129.41901,8.7,6.26,211.0,11.0,49.0,38,39,0.051,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,3,13,  ,  ,     ,33.554,132.798,29.0,6.05,203.0,10.0,75.0,41,41,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2007,2,20,  ,  ,     ,24.213,124.026,28.9,6.62,259.0,27.0,99.0,92,58,0.05,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,12,9,  ,  ,     ,26.046,128.45799,13.8,5.92,248.0,11.0,134.0,65,41,0.009,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,11,16,  ,  ,     ,32.892,132.43201,18.9,6.14,212.0,30.0,100.0,122,42,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,10,28,  ,  ,     ,24.774,125.11,54.8,6.22,242.0,30.0,88.0,37,40,0.045,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,10,16,  ,  ,     ,26.877,128.87399,24.1,6.13,224.0,21.0,89.0,69,39,0.018,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,9,18,  ,  ,     ,24.44,124.304,45.0,6.13,278.0,35.0,123.0,30,40,0.04,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,9,17,  ,  ,     ,33.315,133.314,18.2,6.03,231.0,16.0,84.0,123,53,0.005,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,8,28,  ,  ,     ,26.018,128.5,12.4,5.95,236.0,9.0,91.0,90,39,0.007,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,8,7,  ,  ,     ,25.964,128.395,12.3,6.0,232.0,8.0,87.0,71,39,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,7,31,  ,  ,     ,24.258,123.95,32.1,6.43,259.0,27.0,110.0,73,43,0.044,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,7,3,  ,  ,     ,26.615,129.427,8.2,6.42,211.0,10.0,92.0,41,39,0.082,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,5,13,  ,  ,     ,26.22,128.10001,18.1,5.88,230.0,15.0,91.0,68,35,0.008,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,4,2,  ,  ,     ,23.783,125.762,10.2,6.31,244.0,12.0,89.0,36,39,0.065,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,2,21,  ,  ,     ,24.37,123.951,37.1,6.3,262.0,33.0,116.0,33,39,0.067,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,1,20,  ,  ,     ,33.584,133.36301,28.0,6.1,246.0,7.0,114.0,62,46,0.016,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2006,1,14,  ,  ,     ,25.752,128.105,12.4,5.94,227.0,8.0,122.0,6,39,0.099,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,12,25,  ,  ,     ,32.37,132.084,16.1,5.82,209.0,29.0,63.0,35,42,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,12,15,  ,  ,     ,28.847,131.017,9.3,6.36,213.0,19.0,116.0,42,39,0.065,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,12,2,  ,  ,     ,32.788,132.22,22.2,5.96,200.0,28.0,96.0,17,44,0.036,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,12,2,  ,  ,     ,30.2,131.658,13.3,5.94,204.0,11.0,97.0,22,40,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,11,26,  ,  ,     ,26.624,128.687,23.2,5.97,236.0,20.0,121.0,42,37,0.017,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,11,5,  ,  ,     ,27.791,128.63499,53.3,6.3,205.0,33.0,37.0,39,39,0.057,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,8,28,  ,  ,     ,24.196,124.18,28.4,6.37,261.0,24.0,112.0,70,43,0.037,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,7,21,  ,  ,     ,32.108,131.968,14.7,5.99,195.0,29.0,65.0,66,42,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,7,2,  ,  ,     ,27.694,128.93401,37.8,6.13,203.0,27.0,37.0,28,40,0.044,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,6,10,  ,  ,     ,25.962,128.429,13.3,5.81,252.0,10.0,82.0,46,39,0.009,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,6,2,  ,  ,     ,23.593,123.731,14.4,6.53,256.0,13.0,118.0,29,42,0.157,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,5,17,  ,  ,     ,25.864,128.27,12.3,5.79,236.0,8.0,101.0,33,38,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
2005,5,8,  ,  ,     ,28.321,130.855,3.3,6.11,210.0,17.0,84.0,35,39,0.032,            ,Nishimura2014-SSE,Nishimura (2014),2017-11-29
